ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Sub-Rarity,Agg. RANK,Rarest Trait %,Rarest Trait Score,Rarity,Final Rank,Glitched?
2369,Juanita,Brick Wall,Orange And Blue,None,None,Orange Beanie,Lollipop,Ripped Black Shirt,"11,25%","6,09%","21,66%","64,95%","62,75%","3,87%","5,03%","2,25%","0,0000000265",1966,"52,05",6,"65,63","58,84",1822,"2,25","38,69","52,12366473",2206,N
2415,Lou,Deep Green,Purple And Green,None,Jägermeister Chain,None,Bubblegum,Colorbomb Tee,"12,05%","6,43%","7,60%","64,95%","2,99%","52,08%","3,89%","3,18%","0,00000000737",2737,"72,46",6,"65,63","69,05",1037,"2,99","18,25","52,11507346",2207,N
3345,Bruno,Ones & Zeros,Grey And Yellow,None,None,Clown Wig,Nothing,Fantom Sweater,"10,83%","5,30%","12,13%","64,95%","62,75%","2,57%","65,90%","1,80%","0,0000000863",1558,"41,25",5,"63,89","52,57",2255,"1,8","51,11","52,08345053",2208,N
1475,Whitney,Mountains,Yellow And Blue,None,None,None,Nothing,Catchphrase Ripped Tee,"10,46%","5,61%","10,22%","64,95%","62,75%","52,08%","65,90%","1,51%","0,00000127",425,"11,25",4,"85,84","48,54",2630,"1,51","59,12","52,07047856",2209,N
3421,Lou,Sunny Beach,Green And Orange,Flower Power,None,None,Nothing,None,"12,05%","3,18%","13,66%","3,52%","62,75%","52,08%","65,90%","2,52%","0,0000000997",1476,"39,08",4,"85,84","62,46",1543,"2,52","31,23","52,04718429",2210,N
1376,Juanita,Sunny Beach,Blue And Orange,None,Bitcoin Chain,None,Party Whistle,Colorbomb Tee,"11,25%","3,18%","22,00%","64,95%","2,70%","52,08%","5,35%","3,18%","0,0000000122",2425,"64,20",6,"65,63","64,92",1352,"2,7","26,26","52,03149872",2211,N
2519,Gordo,Rainbow,Brown And Orange,None,None,Gold Halo,Nothing,Jägermeister Hoodie,"10,19%","9,56%","10,38%","64,95%","62,75%","2,33%","65,90%","1,69%","0,000000107",1436,"38,02",5,"63,89","50,95",2380,"1,69","54,15","52,01949161",2212,N
2313,Gordo,Gold Flakes,Green And Orange,None,None,Chef's Hat,Nothing,Catchphrase Ripped Tee,"10,19%","6,33%","13,66%","64,95%","62,75%","4,26%","65,90%","1,51%","0,000000152",1248,"33,04",5,"63,89","48,46",2642,"1,51","59,12","52,01752648",2213,N
946,Robin,Sprayed Wall,Grey And Yellow,None,None,Clown Wig,Nothing,Fantom Sweater,"11,04%","5,30%","12,13%","64,95%","62,75%","2,57%","65,90%","1,80%","0,000000088",1546,"40,93",5,"63,89","52,41",2267,"1,8","51,11","51,97754638",2214,N
24,Lou,Red & Green Aura,Orange And Blue,None,None,None,Nothing,Clown Suit,"12,05%","6,80%","21,66%","64,95%","62,75%","52,08%","65,90%","1,32%","0,00000329",215,"5,69",4,"85,84","45,76",3037,"1,32","64,37","51,96642249",2215,N
371,Jeff,Gold Flakes,Orange And Blue,None,Golden Nose Ring,None,Nothing,Dappimg Tee,"11,25%","6,33%","21,66%","64,95%","5,56%","52,08%","65,90%","1,24%","0,000000238",959,"25,39",5,"63,89","44,64",3201,"1,24","66,58","51,95280138",2216,N
1997,Gordo,Half-Sprayed Wall,Blue And Orange,None,Golden Nose Ring,Red Cap,Nothing,Black Tee,"10,19%","6,99%","22,00%","64,95%","5,56%","2,70%","65,90%","2,33%","0,0000000235",2030,"53,75",6,"65,63","59,69",1762,"2,33","36,48","51,95195356",2217,N
1709,Ham,Space Silver,Green And Orange,Deal With It,Golden Nose Ring,None,Nothing,Jägermeister Urban Hoodie,"9,74%","6,43%","13,66%","5,03%","5,56%","52,08%","65,90%","2,41%","0,0000000198",2113,"55,94",6,"65,63","60,79",1670,"2,41","34,27","51,94792398",2218,N
2147,Gordo,Rainbow,Brown And Orange,3D,Bitcoin Chain,None,Nothing,Stebo Tee,"10,19%","9,56%","10,38%","3,71%","2,70%","52,08%","65,90%","3,57%","0,0000000124",2415,"63,94",6,"65,63","64,79",1363,"2,7","26,26","51,94324526",2219,N
1138,Jeff,Matrix,Orange And Blue,None,Double Ear Piercing,Propeller Hat,Nothing,None,"11,25%","4,21%","21,66%","64,95%","3,36%","4,02%","65,90%","2,52%","0,0000000149",2293,"60,71",5,"63,89","62,30",1554,"2,52","31,23","51,94128013",2220,N
3314,Lou,Rainbow,Yellow And Blue,3D,None,Red Cap,Nothing,ArtsyApes Tee,"12,05%","9,56%","10,22%","3,71%","62,75%","2,70%","65,90%","2,67%","0,000000013",2383,"63,09",6,"65,63","64,36",1396,"2,67","27,08","51,93703417",2221,N
1113,Jeff,Space Silver,Orange And Blue,Orange Shades,Silver Necklace,None,Nothing,Dopey Hoodie,"11,25%","6,43%","21,66%","6,35%","4,82%","52,08%","65,90%","2,17%","0,0000000358",1861,"49,27",6,"65,63","57,45",1927,"2,17","40,89","51,93353669",2222,N
2850,Bruno,Brick Wall,Orange And Blue,Pilot Sunglasses,None,None,Pizza,Ripped Black Shirt,"10,83%","6,09%","21,66%","5,43%","62,75%","52,08%","5,00%","2,25%","0,0000000285",1943,"51,44",6,"65,63","58,54",1844,"2,25","38,69","51,92068176",2223,N
3453,Juanita,Deep Green,Blue And Orange,None,None,Beer Helmet,Nothing,ArtsyApes Brains Longsleeve,"11,25%","6,43%","22,00%","64,95%","62,75%","2,89%","65,90%","1,43%","0,000000176",1153,"30,53",5,"63,89","47,21",2827,"1,43","61,33","51,91565191",2224,N
492,Robin,Brick Wall,Orange And Blue,Green Cybernetic Visor,None,None,Nothing,Ape College Jacket,"11,04%","6,09%","21,66%","1,62%","62,75%","52,08%","65,90%","2,49%","0,000000126",1351,"35,77",5,"63,89","49,83",2471,"1,62","56,09","51,91380383",2225,N
1186,Jeff,Deep Green,Blue And Orange,None,Silver Necklace,Orange Beanie,Nothing,Green Puffer Jacket,"11,25%","6,43%","22,00%","64,95%","4,82%","3,87%","65,90%","2,25%","0,0000000286",1942,"51,42",6,"65,63","58,53",1845,"2,25","38,69","51,91185641",2226,N
2931,Lou,Sprayed Wall,Orange And Blue,None,None,None,Nothing,Suit & Bow Tie,"12,05%","5,30%","21,66%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000266",271,"7,18",4,"85,84","46,51",2929,"1,38","62,71","51,90824189",2227,N
187,Whitney,Red & Green Aura,Green And Orange,None,None,None,Pizza,Catchphrase Ripped Tee,"10,46%","6,80%","13,66%","64,95%","62,75%","52,08%","5,00%","1,51%","0,000000156",1234,"32,67",5,"63,89","48,28",2669,"1,51","59,12","51,89397163",2228,N
1678,Albert,Sprayed Wall,Yellow And Blue,None,Golden Earring,None,Nothing,Fantom Sweater,"10,83%","5,30%","10,22%","64,95%","3,79%","52,08%","65,90%","1,80%","0,000000089",1536,"40,67",5,"63,89","52,28",2278,"1,8","51,11","51,88929291",2229,N
251,Lou,Rainbow,Purple And Green,None,None,None,Nothing,Black Turtleneck,"12,05%","9,56%","7,60%","64,95%","62,75%","52,08%","65,90%","1,48%","0,00000181",372,"9,85",4,"85,84","47,84",2732,"1,48","59,95","51,8789352",2230,N
113,Jeff,Space Silver,Grey And Yellow,None,None,None,Nothing,Black Turtleneck,"11,25%","6,43%","12,13%","64,95%","62,75%","52,08%","65,90%","1,48%","0,00000182",371,"9,82",4,"85,84","47,83",2734,"1,48","59,95","51,87010986",2231,N
1619,Whitney,Brick Wall,Orange And Blue,Flower Power,None,Clown Wig,Nothing,_APES_ Sweater,"10,46%","6,09%","21,66%","3,52%","62,75%","2,57%","65,90%","3,02%","0,0000000156",2271,"60,13",6,"65,63","62,88",1511,"2,57","29,85","51,86926204",2232,N
1194,Juanita,Deep Blue,Orange And Blue,None,None,None,Nothing,Clown Suit,"11,25%","7,73%","21,66%","64,95%","62,75%","52,08%","65,90%","1,32%","0,00000349",202,"5,35",4,"85,84","45,59",3062,"1,32","64,37","51,85169298",2233,N
1720,Whitney,Ones & Zeros,Orange And Blue,3D,None,Red Cap,Nothing,ArtsyApes Tee,"10,46%","5,30%","21,66%","3,71%","62,75%","2,70%","65,90%","2,67%","0,0000000133",2372,"62,80",6,"65,63","64,22",1409,"2,67","27,08","51,83995536",2234,N
2995,Bruno,Abstract White_Blue,Blue And Orange,None,None,Clown Wig,Cigar,_APES_ Sweater,"10,83%","5,19%","22,00%","64,95%","62,75%","2,57%","4,00%","3,02%","0,0000000156",2267,"60,02",6,"65,63","62,83",1516,"2,57","29,85","51,83396066",2235,N
34,Bruno,Mountains,Grey And Yellow,Clear Lenses Round,None,None,Nothing,Thorchain Hoodie,"10,83%","5,61%","12,13%","3,87%","62,75%","52,08%","65,90%","1,72%","0,000000106",1446,"38,28",5,"63,89","51,09",2369,"1,72","53,32","51,83154507",2236,N
1559,Robin,Ones & Zeros,Blue And Orange,Deal With It,None,None,Cigar,Jägermeister Urban Hoodie,"11,04%","5,30%","22,00%","5,03%","62,75%","52,08%","4,00%","2,41%","0,0000000204",2098,"55,55",6,"65,63","60,59",1682,"2,41","34,27","51,81554378",2237,N
2308,Ham,Deep Blue,Green And Orange,None,None,Reverse Hat,Nothing,Catchphrase Ripped Tee,"9,74%","7,73%","13,66%","64,95%","62,75%","3,76%","65,90%","1,51%","0,000000157",1225,"32,43",5,"63,89","48,16",2687,"1,51","59,12","51,81454352",2238,N
11,Jeff,Mountains,Blue And Orange,None,Golden Earring,Reverse Hat,Nothing,Jägermeister Urban Hoodie,"11,25%","5,61%","22,00%","64,95%","3,79%","3,76%","65,90%","2,41%","0,0000000204",2097,"55,52",6,"65,63","60,58",1684,"2,41","34,27","51,80671844",2239,N
849,Albert,Deep Green,Green And Orange,None,Golden Nose Ring,Red Cap,Nothing,None,"10,83%","6,43%","13,66%","64,95%","5,56%","2,70%","65,90%","2,52%","0,0000000154",2277,"60,29",5,"63,89","62,09",1572,"2,52","31,23","51,80007459",2240,N
231,Juanita,Gold Flakes,Orange And Blue,None,None,None,Pizza,Clown Suit,"11,25%","6,33%","21,66%","64,95%","62,75%","52,08%","5,00%","1,32%","0,000000217",1025,"27,14",5,"63,89","45,51",3074,"1,32","64,37","51,7987409",2241,N
3542,Lou,Half-Sprayed Wall,Yellow And Blue,None,Double Ear Piercing,ArtsyApes Cap,Nothing,ArtsyApes Tee,"12,05%","6,99%","10,22%","64,95%","3,36%","4,05%","65,90%","2,67%","0,0000000134",2366,"62,64",6,"65,63","64,14",1415,"2,67","27,08","51,78700328",2242,N
3039,Whitney,Deep Blue,Blue And Orange,Deal With It,None,Captain's Hat,Nothing,Hawaii Shirt,"10,46%","7,73%","22,00%","5,03%","62,75%","4,18%","65,90%","2,20%","0,000000034",1875,"49,64",6,"65,63","57,64",1908,"2,2","40,07","51,78089154",2243,N
839,Albert,Deep Blue,Grey And Yellow,None,None,None,Nothing,Black Waistcoat,"10,83%","7,73%","12,13%","64,95%","62,75%","52,08%","65,90%","1,46%","0,00000207",339,"8,98",4,"85,84","47,41",2797,"1,46","60,50","51,77183211",2244,N
1915,Whitney,Sprayed Wall,Yellow And Blue,3D,Septum Piercing,None,Nothing,_APES_ Sweater,"10,46%","5,30%","10,22%","3,71%","3,47%","52,08%","65,90%","3,02%","0,00000000754",2727,"72,20",6,"65,63","68,92",1048,"3,02","17,42","51,75062",2245,N
3137,Bruno,Gold Flakes,Orange And Blue,None,None,None,Nothing,Suit & Bow Tie,"10,83%","6,33%","21,66%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000286",251,"6,65",4,"85,84","46,24",2968,"1,38","62,71","51,73173496",2246,N
1609,Juanita,Ones & Zeros,Purple And Green,None,Cross Earring,None,Pizza,Banana Bonanza Hoodie,"11,25%","5,30%","7,60%","64,95%","3,10%","52,08%","5,00%","3,04%","0,00000000723",2745,"72,68",6,"65,63","69,16",1030,"3,04","16,87","51,7253429",2247,N
3599,Whitney,Half-Sprayed Wall,Green And Orange,Orange Shades,None,None,Bubblegum,Blue Camo Shirt,"10,46%","6,99%","13,66%","6,35%","62,75%","52,08%","3,89%","2,44%","0,0000000197",2117,"56,05",6,"65,63","60,84",1665,"2,44","33,44","51,70702536",2248,N
3491,Bruno,Deep Green,Blue And Orange,Clear Lenses Round,None,None,Nothing,ArtsyApes Brains Longsleeve,"10,83%","6,43%","22,00%","3,87%","62,75%","52,08%","65,90%","1,43%","0,000000182",1129,"29,89",5,"63,89","46,89",2874,"1,43","61,33","51,7038436",2249,N
769,Jeff,Deep Green,Brown And Orange,Clear Lenses Round,None,None,Nothing,Thorchain Hoodie,"11,25%","6,43%","10,38%","3,87%","62,75%","52,08%","65,90%","1,72%","0,000000108",1431,"37,89",5,"63,89","50,89",2386,"1,72","53,32","51,69916487",2250,N
1348,Lou,Rainbow,Orange And Blue,Deal With It,None,None,Bubblegum,Hawaii Shirt,"12,05%","9,56%","21,66%","5,03%","62,75%","52,08%","3,89%","2,20%","0,0000000351",1864,"49,35",6,"65,63","57,49",1924,"2,2","40,07","51,68381273",2251,N
1632,Juanita,Deep Green,Green And Orange,Deal With It,None,None,Nothing,Catchphrase Ripped Tee,"11,25%","6,43%","13,66%","5,03%","62,75%","52,08%","65,90%","1,51%","0,000000162",1209,"32,01",5,"63,89","47,95",2717,"1,51","59,12","51,67333797",2252,N
1923,Lou,Rainbow,Green And Orange,Clear Lenses Round,Jägermeister Chain,None,Nothing,None,"12,05%","9,56%","13,66%","3,87%","2,99%","52,08%","65,90%","2,52%","0,0000000157",2261,"59,86",5,"63,89","61,87",1588,"2,52","31,23","51,65886905",2253,N
1213,Juanita,Gold Flakes,Blue And Orange,None,None,None,Nothing,Suit & Bow Tie,"11,25%","6,33%","22,00%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000302",238,"6,30",4,"85,84","46,07",2993,"1,38","62,71","51,61700545",2254,N
1344,Whitney,Gold Flakes,Green And Orange,None,None,Chef's Hat,Cigar,None,"10,46%","6,33%","13,66%","64,95%","62,75%","4,26%","4,00%","2,52%","0,0000000158",2255,"59,70",5,"63,89","61,80",1595,"2,52","31,23","51,60591697",2255,N
1008,Jeff,Rainbow,Purple And Green,None,None,Captain's Hat,Party Whistle,Ape College Jacket,"11,25%","9,56%","7,60%","64,95%","62,75%","4,18%","5,35%","2,49%","0,0000000185",2157,"57,11",6,"65,63","61,37",1627,"2,49","32,06","51,59970589",2256,N
1210,Gordo,Abstract White_Blue,Orange And Blue,Heart Sunglasses,None,None,Nothing,Catchphrase Ripped Tee,"10,19%","5,19%","21,66%","4,42%","62,75%","52,08%","65,90%","1,51%","0,000000165",1196,"31,67",5,"63,89","47,78",2743,"1,51","59,12","51,55860847",2257,N
202,Ham,Bright Sky,Blue And Orange,Deal With It,None,Propeller Hat,Nothing,White Shirt & Blue Tie,"9,74%","7,18%","22,00%","5,03%","62,75%","4,02%","65,90%","2,28%","0,0000000293",1933,"51,18",6,"65,63","58,41",1854,"2,28","37,86","51,55622829",2258,N
873,Jeff,Mountains,Orange And Blue,Clear Lenses Round,Golden Eyebrow Piercing,None,Nothing,Colorbomb Tee,"11,25%","5,61%","21,66%","3,87%","2,62%","52,08%","65,90%","3,18%","0,0000000151",2287,"60,55",6,"65,63","63,09",1494,"2,62","28,47","51,55013425",2259,N
601,Jeff,Abstract White_Blue,Blue And Orange,None,Cross Necklace,None,Cigarette,Banana Bonanza Hoodie,"11,25%","5,19%","22,00%","64,95%","3,18%","52,08%","2,78%","3,04%","0,0000000117",2451,"64,89",6,"65,63","65,26",1325,"2,78","24,05","51,52442439",2260,N
2124,Bruno,Sprayed Wall,Purple And Green,None,Golden Eyebrow Piercing,None,Nothing,Plain White Shirt,"10,83%","5,30%","7,60%","64,95%","2,62%","52,08%","65,90%","2,04%","0,0000000519",1741,"46,09",5,"63,89","54,99",2075,"2,04","44,49","51,48888892",2261,N
3718,Albert,Brick Wall,Grey And Yellow,Orange Shades,None,ArtsyApes Cap,Nothing,Blue Camo Shirt,"10,83%","6,09%","12,13%","6,35%","62,75%","4,05%","65,90%","2,44%","0,0000000207",2091,"55,36",6,"65,63","60,50",1690,"2,44","33,44","51,47756636",2262,N
2962,Jeff,Deep Blue,Green And Orange,None,None,Clown Wig,Bubblegum,"3,3 Tee","11,25%","7,73%","13,66%","64,95%","62,75%","2,57%","3,89%","3,39%","0,0000000164",2226,"58,94",6,"65,63","62,28",1556,"2,57","29,85","51,47212145",2263,N
3284,Lou,Abstract Red_Blue,Brown And Orange,Deal With It,None,None,Nothing,Thorchain Hoodie,"12,05%","4,87%","10,38%","5,03%","62,75%","52,08%","65,90%","1,72%","0,000000114",1404,"37,17",5,"63,89","50,53",2416,"1,72","53,32","51,46088052",2264,N
2094,Bruno,Half-Sprayed Wall,Blue And Orange,None,None,None,Nothing,Suit & Bow Tie,"10,83%","6,99%","22,00%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000321",220,"5,82",4,"85,84","45,83",3026,"1,38","62,71","51,45814922",2265,N
3161,Jeff,Deep Green,Orange And Blue,Clear Lenses Round,None,Clown Wig,Nothing,None,"11,25%","6,43%","21,66%","3,87%","62,75%","2,57%","65,90%","2,52%","0,0000000162",2238,"59,25",5,"63,89","61,57",1613,"2,52","31,23","51,45588608",2266,N
2551,Juanita,Ones & Zeros,Brown And Orange,None,Golden Nose Ring,Reverse Hat,Nothing,Thorchain Hoodie & Jacket,"11,25%","5,30%","10,38%","64,95%","5,56%","3,76%","65,90%","2,65%","0,0000000146",2305,"61,03",6,"65,63","63,33",1477,"2,65","27,64","51,43279049",2267,N
3527,Gordo,Sunny Beach,Yellow And Blue,None,None,Reverse Hat,Pizza,Banana Bonanza Hoodie,"10,19%","3,18%","10,22%","64,95%","62,75%","3,76%","5,00%","3,04%","0,00000000773",2709,"71,72",6,"65,63","68,68",1067,"3,04","16,87","51,40763043",2268,N
2865,Robin,Half-Sprayed Wall,Blue And Orange,Orange Shades,None,None,Lollipop,Hawaii Shirt,"11,04%","6,99%","22,00%","6,35%","62,75%","52,08%","5,03%","2,20%","0,000000039",1832,"48,50",6,"65,63","57,07",1955,"2,2","40,07","51,40140164",2269,N
3160,Albert,Red & Green Aura,Grey And Yellow,None,None,Red Cap,Bubblegum,Stebo Tee,"10,83%","6,80%","12,13%","64,95%","62,75%","2,70%","3,89%","3,57%","0,0000000137",2353,"62,30",6,"65,63","63,97",1428,"2,7","26,26","51,39607378",2270,N
203,Bruno,Ones & Zeros,Green And Orange,Deal With It,Silver Necklace,None,Nothing,None,"10,83%","5,30%","13,66%","5,03%","4,82%","52,08%","65,90%","2,52%","0,0000000164",2228,"58,99",5,"63,89","61,44",1622,"2,52","31,23","51,36763262",2271,N
639,Jeff,Rainbow,Green And Orange,Flower Power,Cross Necklace,None,Nothing,Thorchain Hoodie & Jacket,"11,25%","9,56%","13,66%","3,52%","3,18%","52,08%","65,90%","2,65%","0,0000000149",2295,"60,76",6,"65,63","63,20",1487,"2,65","27,64","51,34453702",2272,N
340,Albert,Mountains,Grey And Yellow,None,None,Red Cap,Lollipop,"3,3 Tee","10,83%","5,61%","12,13%","64,95%","62,75%","2,70%","5,03%","3,39%","0,0000000138",2344,"62,06",6,"65,63","63,85",1437,"2,7","26,26","51,31664566",2273,N
1155,Bruno,Abstract White_Blue,Blue And Orange,None,None,ArtsyApes Cap,Ganja,Black Tee,"10,83%","5,19%","22,00%","64,95%","62,75%","4,05%","5,75%","2,33%","0,0000000273",1957,"51,81",6,"65,63","58,72",1832,"2,33","36,48","51,30770327",2274,N
1602,Bruno,Rainbow,Grey And Yellow,Orange Shades,None,Visor Cap,Nothing,Black Tee,"10,83%","9,56%","12,13%","6,35%","62,75%","3,57%","65,90%","2,33%","0,0000000275",1956,"51,79",6,"65,63","58,71",1833,"2,33","36,48","51,29887793",2275,N
3304,Lou,Brick Wall,Blue And Orange,None,None,None,Cigar,ArtsyApes Brains Longsleeve,"12,05%","6,09%","22,00%","64,95%","62,75%","52,08%","4,00%","1,43%","0,000000196",1083,"28,67",5,"63,89","46,28",2961,"1,43","61,33","51,29787766",2276,N
1367,Lou,Sprayed Wall,Blue And Orange,None,None,None,Nothing,ArtsyApes Brains Longsleeve,"12,05%","5,30%","22,00%","64,95%","62,75%","52,08%","65,90%","1,43%","0,00000281",254,"6,72",4,"85,84","46,28",2962,"1,43","61,33","51,29787766",2277,N
2016,Gordo,Ones & Zeros,Green And Orange,None,None,Reverse Hat,Lollipop,Thorchain Hoodie & Jacket,"10,19%","5,30%","13,66%","64,95%","62,75%","3,76%","5,03%","2,65%","0,000000015",2289,"60,60",6,"65,63","63,12",1492,"2,65","27,64","51,29158494",2278,N
802,Lou,Half-Sprayed Wall,Yellow And Blue,Clear Lenses Round,None,None,Lollipop,ArtsyApes Tee,"12,05%","6,99%","10,22%","3,87%","62,75%","52,08%","5,03%","2,67%","0,0000000146",2308,"61,11",6,"65,63","63,37",1474,"2,67","27,08","51,27513319",2279,N
1845,Jeff,Gold Flakes,Blue And Orange,None,None,Propeller Hat,Party Whistle,White Shirt & Blue Tie,"11,25%","6,33%","22,00%","64,95%","62,75%","4,02%","5,35%","2,28%","0,0000000313",1901,"50,33",6,"65,63","57,98",1882,"2,28","37,86","51,27381721",2280,N
1983,Whitney,Deep Green,Orange And Blue,None,None,Reverse Hat,Party Whistle,Black Tee,"10,46%","6,43%","21,66%","64,95%","62,75%","3,76%","5,35%","2,33%","0,0000000278",1953,"51,71",6,"65,63","58,67",1835,"2,33","36,48","51,27240189",2281,N
2672,Juanita,Red & Green Aura,Orange And Blue,None,None,Captain's Hat,Nothing,White Plain Tee,"11,25%","6,80%","21,66%","64,95%","62,75%","4,18%","65,90%","1,30%","0,000000242",944,"24,99",5,"63,89","44,44",3232,"1,3","64,92","51,26802118",2282,N
3675,Bruno,Mountains,Purple And Green,Flower Power,Silver Necklace,None,Nothing,_APES_ Sweater,"10,83%","5,61%","7,60%","3,52%","4,82%","52,08%","65,90%","3,02%","0,00000000812",2672,"70,74",6,"65,63","68,19",1104,"3,02","17,42","51,26522595",2283,N
439,Juanita,Matrix,Yellow And Blue,None,Septum Piercing,Reverse Hat,Nothing,_APES_ Sweater,"11,25%","4,21%","10,22%","64,95%","3,47%","3,76%","65,90%","3,02%","0,00000000815",2671,"70,72",6,"65,63","68,18",1105,"3,02","17,42","51,2564006",2284,N
2069,Albert,Space Silver,Orange And Blue,None,None,Red Cap,Cigarette,_APES_ Sweater,"10,83%","6,43%","21,66%","64,95%","62,75%","2,70%","2,78%","3,02%","0,0000000139",2337,"61,87",6,"65,63","63,75",1444,"2,7","26,26","51,25486824",2285,N
645,Albert,Ones & Zeros,Grey And Yellow,None,Silver Necklace,None,Nothing,Jägermeister Hoodie,"10,83%","5,30%","12,13%","64,95%","4,82%","52,08%","65,90%","1,69%","0,000000127",1349,"35,72",5,"63,89","49,80",2474,"1,69","54,15","51,25168647",2286,N
3529,Jeff,Space Gold,Orange And Blue,None,None,Jägermeister Antlers,Nothing,Plain White Shirt,"11,25%","2,07%","21,66%","64,95%","62,75%","2,07%","65,90%","2,04%","0,0000000569",1712,"45,33",5,"63,89","54,61",2103,"2,04","44,49","51,23295388",2287,N
2165,Juanita,Rainbow,Blue And Orange,None,Golden Earring,ArtsyApes Cap,Nothing,Ripped Black Shirt,"11,25%","9,56%","22,00%","64,95%","3,79%","4,05%","65,90%","2,25%","0,000000035",1865,"49,38",6,"65,63","57,51",1923,"2,25","38,69","51,23230474",2288,N
708,Bruno,Brick Wall,Blue And Orange,None,None,ArtsyApes Cap,Pizza,Black Tee,"10,83%","6,09%","22,00%","64,95%","62,75%","4,05%","5,00%","2,33%","0,0000000279",1948,"51,58",6,"65,63","58,60",1841,"2,33","36,48","51,22827516",2289,N
3141,Albert,Space Silver,Green And Orange,None,None,Propeller Hat,Ganja,Blue Camo Shirt,"10,83%","6,43%","13,66%","64,95%","62,75%","4,02%","5,75%","2,44%","0,0000000218",2061,"54,57",6,"65,63","60,10",1727,"2,44","33,44","51,21280597",2290,N
1312,Juanita,Red & Green Aura,Blue And Orange,None,Golden Nose Ring,None,Pizza,Ripped Black Shirt,"11,25%","6,80%","22,00%","64,95%","5,56%","52,08%","5,00%","2,25%","0,0000000357",1862,"49,30",6,"65,63","57,47",1926,"2,25","38,69","51,2058287",2291,N
900,Jeff,Bright Sky,Grey And Yellow,None,Cross Earring,Chef's Hat,Nothing,ArtsyApes Tee,"11,25%","7,18%","12,13%","64,95%","3,10%","4,26%","65,90%","2,67%","0,0000000148",2299,"60,87",6,"65,63","63,25",1483,"2,67","27,08","51,19570508",2292,N
